doi,pmid,pmcid,year,authors,title,journal,sources,scopus_eid,wos_ut,embase_pui,openalex_id,filename
10.1007/s10989-024-10606-w,,,2024,Mojtaba Memariani,Anti-Biofilm Effects of Melittin: Lessons Learned and the Path Ahead,International Journal of Peptide Research and Therapeutics,OpenAlex,,,,https://openalex.org/W4394768122,
10.22207/jpam.17.1.05,,,2023,P. A. Aboobacker,Synthetic Biology’s Latest Trends in Antimicrobial Resistance and Biofilm,Journal of Pure and Applied Microbiology,OpenAlex,,,,https://openalex.org/W4316661858,
10.54319/jjbs/160407,,,2023,,Biogenic Silver Nanoparticles by Pseudomonas aeruginosa Reduce Expression of Biofilm and Quorum Signaling Genes in Multi-drug Resistant Acinetobacter baumannii,Jordan Journal of Biological Sciences,Crossref; OpenAlex,,,,https://openalex.org/W4389489128,
10.1016/j.hermed.2025.101025,,,2025,Majid Sezavar,Perspectives on the fighting against Acinetobacter baumannii via plants as promising weapons against multidrug-resistant bacteria: a systematic review,Journal of Herbal Medicine,OpenAlex,,,,https://openalex.org/W4409919026,
10.2174/012210299x354280241211030749,,,2024,Indrani Ghosh,Phytochemicals as Therapeutic Agents for ESKAPE Pathogens,Current Indian Science,OpenAlex,,,,https://openalex.org/W4405578793,
,,,2012,Jun Xiang,[Changes in expression of gene aba I in biofilm of Acinetobacter baumannii strains isolated from burn patients].,PubMed,OpenAlex,,,,https://openalex.org/W2465670937,
10.1007/s11756-025-01925-4,,,2025,Ayşegül Saral,"Vanillic acid’s potential to enhance AdeIJK, AdeFGH, and AdeABC efflux pump substrates in Acinetobacter baumannii",Biologia,Crossref; OpenAlex,,,,https://openalex.org/W4408973035,
10.1002/cbic.200900317,,,2009,Justin J. Richards,Controlling Bacterial Biofilms,ChemBioChem,OpenAlex,,,,https://openalex.org/W2000251439,
10.71375/djvs.2024.02202,,,2024,Zainab Hazim Ismael Alyais,Dynamic Patterns of Acinetobacter baumannii Recovered from Local Dairy Chain and Human UTI cases in Baghdad,Diyala Journal for Veterinary Sciences,Crossref; OpenAlex,,,,https://openalex.org/W4411062481,
10.9734/ijbcrr/2025/v34i51059,,,2025,Tayná Padilha Basqueroto Antunes,Phytotherapy and One Health: The Role of Medicinal Plants in Combating Antimicrobial Resistance Worldwide,International Journal of Biochemistry Research & Review,OpenAlex,,,,https://openalex.org/W4415585210,
10.1096/fasebj.31.1_supplement.939.15,,,2017,Morgan E. Milton,Inhibition and Dispersion of Biofilms: Targeting Bacterial Response Regulators to Resensitize Multidrug Resistant Bacteria to Antibiotics,The FASEB Journal,OpenAlex,,,,https://openalex.org/W4389021495,
10.5281/zenodo.4984164,,,2021,N. M. Polishchuck,Molecular aspects of bacterial resistance to antibiotics,The Scientific Issues of Ternopil Volodymyr Hnatiuk National Pedagogical University Series pedagogy,OpenAlex,,,,https://openalex.org/W3183293320,
10.5812/tms.119665,,,2021,Nafiseh Hosseinzadeh Shakib,Insights into Background of Microbial Aggregations (Acinetobacter baumannii): A Century of Challenges,Trends in Medical Sciences,Crossref; OpenAlex,,,,https://openalex.org/W4200603407,
,,,2009,R. González,Quorum sensing signal profile of Acinetobacter strains from nosocomial and environmental sources Perfil de sensores de quórum en cepas nosocomiales y ambientales de Acinetobacter,DOAJ (DOAJ: Directory of Open Access Journals),OpenAlex,,,,https://openalex.org/W4388748686,
10.55632/pwvas.v93i1.813,,,2021,Katherine E. Phillips,"The Effect of Dillapiole on Acinetobacter baumannii, a Gram-Negative Opportunistic Pathogen",Proceedings of the West Virginia Academy of Science,Crossref; OpenAlex,,,,https://openalex.org/W3163919924,
10.21608/mid.2024.303775.2072,,,2024,Ghaydaa M Ali,Detection of abaI/abaR genes in Acinetobacter baumannii and phenotypically demonstrating of N-Acyl Homoserine Lactone,Microbes and Infectious Diseases /Microbes and Infectious Diseases,Crossref; OpenAlex,,,,https://openalex.org/W4402777520,
,,,2019,Laura Fernández-García,"Study of tolerance, persistence and resistance mechanisms in nosocomial pathogens: search of new treatments targets",LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),OpenAlex,,,,https://openalex.org/W2990186651,
10.1128/jb.00078-21,,,2021,,Articles of Significant Interest in This Issue,Journal of Bacteriology,OpenAlex,,,,https://openalex.org/W4205276192,
10.9734/mrji/2023/v33i31370,,,2023,Saipriya Kamaraju,A Rapid Method to Screen for Multi Drug Resistance (MDR) Trait in Clinical Isolates of Acinetobacter baumannii-Acyl Homoserine Lactone (AHL) Screening in CRAB and CSAB Isolates,Microbiology Research Journal International,Crossref; OpenAlex,,,,https://openalex.org/W4377157300,
10.4314/rmj.v81i3.4,,,2024,M.A. Ali Ghaydaa,Distribution of Ten Virulence Genes Along the Chromosome of Acinetobacter baumannii Isolated from Various Clinical Samples,Rwanda medical journal,Crossref; OpenAlex,,,,https://openalex.org/W4403129939,
10.1016/j.chom.2008.11.005,,,2008,Ludovic Vial,The Fruit Fly as a Meeting Place for Microbes,Cell Host & Microbe,OpenAlex,,,,https://openalex.org/W2049030176,
10.1136/bmj.c6262,,,2010,Charles Essex,Unofficial Secrets: Child Sexual Abuse: the Cleveland Case and Child Sexual Abuse: Whose Problem? Reflections from Cleveland,BMJ,OpenAlex,,,,https://openalex.org/W2001549476,
10.21608/mid.2025.444945.3486,,,2025,Safa Majed Mohammed,Differential expression of antibiotic resistance-associated genes in MDR Acinetobacter baumannii CF12 under sub-MIC stress of meropenem and levofloxacin,Microbes and Infectious Diseases /Microbes and Infectious Diseases,OpenAlex,,,,https://openalex.org/W4417236510,
,,,2019,Shane Philippi,Investigations of novel strategies to treat bacterial infection and development of new reaction methodology,Rowan Digitals Works (Rowan University),OpenAlex,,,,https://openalex.org/W2968223585,
10.21161/mjm.240024,,,2024,Amira Ismail Al Badrani,"The association between biofilm production and expression levels of autoinducer synthase, efflux pumps and blaOXA-51 genes of clinical Acinetobacter baumannii isolated from Mosul city hospitals",Malaysian Journal of Microbiology,Crossref; OpenAlex,,,,https://openalex.org/W4406465006,
10.36647/jpri/03.01.a002,,,2023,Monisha Krishnan,A Review on Potential Applications of Phage-Based Binding Affinity in Antibacterial Catheter Nanocoatings,Journal of Pharmaceutical Research and Innovation,OpenAlex,,,,https://openalex.org/W4385352797,
10.59720/22-014,,,2022,Shriya Bhat,Cocktail therapy to inhibit multispecies biofilm in cystic fibrosis patients,Journal of Emerging Investigators,OpenAlex,,,,https://openalex.org/W4387217006,
,,,2025,Atanasković,Antivirulence Potential of 4-Aminoquinoline-Adamantane Derivatives Against Gram- Negative Pathogens,"CER (University of Belgrade, Institute of Chemistry, Technology and Metallurgy)",OpenAlex,,,,https://openalex.org/W7111544383,
,,,2025,Letrari S.,A synthetic Biology framework to deal with Antimicrobial Resistance,Research Padua  Archive (University of Padua),OpenAlex,,,,https://openalex.org/W7154197610,
10.57239/pjlss-2024-22.1.00165,,,2024,Zainab Hazim Ismael Alyais,Iraqibacter Chimera Acinetobacter baumannii with Multi Stress Hardening Resistance to Antibiotics and Ultraviolet Irradiation,Pakistan Journal of Life and Social Sciences (PJLSS),Crossref; OpenAlex,,,,https://openalex.org/W4400322162,
10.1096/fasebj.2018.32.1_supplement.810.5,,,2018,Morgan E. Milton,Resensitizing Multidrug Resistant Bacteria to Antibiotics by Targeting Bacterial Response Regulators,The FASEB Journal,OpenAlex,,,,https://openalex.org/W3176886191,
10.37506/ijfmt.v16i2.17991,,,2022,Shahad Mahdi Salih,Molecular Detection of abaI Genes in Acinetobacter baumannii Isolated from Clincal Speciemens in Some Iraqi Hospitals,Indian Journal of Forensic Medicine & Toxicology,Crossref; OpenAlex,,,,https://openalex.org/W4226080826,
,,,2011,Alexander Idström,Mechanisms of Staphylococcus epidermidis biofilm formation in different types of biomaterial-related infections,European Cells & Materials,OpenAlex,,,,https://openalex.org/W2200094267,
10.1097/cm9.0000000000003846,,,2025,Wanning Chen,"Etiological characteristics of community-acquired bacterial pneumonia in children: A seven-year retrospective, hospital-based study",Chinese Medical Journal,OpenAlex,,,,https://openalex.org/W4415758366,
10.3389/fmicb.2025.1754398,,,2025,Piotr Majewski,"Editorial: Emerging antimicrobials: sources, mechanisms of action, spectrum of activity, combination antimicrobial therapy, and resistance mechanisms",Frontiers in Microbiology,OpenAlex,,,,https://openalex.org/W4417354585,
10.5812/archcid.12914,,,2018,Ehsan Ghasemi,Phenotypic and Genotypic Investigation of Biofilm Formation in Clinical and Environmental Isolates of Acinetobacter baumannii,Archives of Clinical Infectious Diseases,OpenAlex,,,,https://openalex.org/W2811129721,
10.3760/cma.j.issn.1001-8050.2013.10.006,,,2013,Yi Dou,Effect of gene abaI expression on acinetobacter baumannii biofilm formation,Zhonghua chuangshang zazhi,OpenAlex,,,,https://openalex.org/W2746175372,
,,,2018,Reza Hatami Moghadam,The Frequency of Multidrug-Resistance and Extensively Drug-Resistant Acinetobacter Baumannii in West of Iran,Journal of Research in Medical and Dental Science,OpenAlex,,,,https://openalex.org/W2796151474,
10.4236/aim.2018.85028,,,2018,Hernández-Marín David Alejandro,Inhibition of &amp;lt;i&amp;gt;Acinetobacter baumannii&amp;lt;/i&amp;gt; Biofilm Formation by Methanolic Extract of &amp;lt;i&amp;gt;Nothoscordum bivalve&amp;lt;/i&amp;gt;,Advances in Microbiology,OpenAlex,,,,https://openalex.org/W2807609098,
10.1099/acmi.0.000662.v4,,,2023,Vineeth Rajan,"Genotyping of Acinetobacter baumannii isolates from a tertiary care hospital in Cochin, South India",Access Microbiology,Crossref; OpenAlex,,,,https://openalex.org/W4389114928,
,,,2011,Liping Zhang,Study on biofilm-formation ability of clinical strains of Acinetobacter baumannii,Zhongguo weishengtaixue zazhi,OpenAlex,,,,https://openalex.org/W2353447341,
10.3760/cma.j.issn.1009-9158.2017.03.013,,,2017,Xian Cai,Clinical isolates of Acinetobacter baumannii from bloodstream infections: PFGE characterization and virulence-associated factors,Zhonghua jianyan yixue zazhi,OpenAlex,,,,https://openalex.org/W3032612178,
10.3760/cma.j.issn.1673-436x.2017.06.006,,,2017,Yanjing Feng,Correlations of Acinetobacter baumannii biofilms to related genes,Chinese Journal of Asthma,OpenAlex,,,,https://openalex.org/W3030898777,
,,,2019,R. Pearson,The Relationship Between Biofilm Production and Human Respiratory Cell Attachment and Invasion by Acinetobacter Baumannii,CSU ePress (Columbus State University),OpenAlex,,,,https://openalex.org/W2999180144,
,,,2013,Rong Dong,Drug resistance and biofilm related genes andIclass integrase gene in Acinetobacter baumannii,Zhongguo yiyuan ganranxue zazhi,OpenAlex,,,,https://openalex.org/W2348137429,
10.32394/mdm.73.02,,,2021,M Wawrzyniak,Evaluation of the occurrence of genetic determinants of multi-drug resistance among Acinetobacter baumannii strains,Medycyna Doświadczalna i Mikrobiologia,Crossref; OpenAlex,,,,https://openalex.org/W4200494721,
10.4103/jad.jad_104_24,,,2025,Vahab Hassan Kaviar,Antibiotic resistance pattern and biofilm formation among clinical Acinetobacter baumannii isolates: A cross-sectional study,Journal of Acute Disease,OpenAlex,,,,https://openalex.org/W4408802432,
10.3760/cma.j.issn.1009-2587.2017.04.003,,,2017,Guo Hn,[Influences of abaR gene on biofilm formation of <i>Acinetobacter baumannii</i>].,PubMed,OpenAlex,,,,https://openalex.org/W2916407060,
10.5145/acm.2013.16.2.75,,,2013,Ji Youn Sung,Dissemination of an AbaR-type Resistance Island in Multidrug-resistant<i>Acinetobacter baumannii</i>Global Clone 2 in Daejeon of Korea,Annals of Clinical Microbiology,Crossref; OpenAlex,,,,https://openalex.org/W2032133515,
10.3760/cma.j.issn.1009-2587.2020.01.006,,,2020,H N Guo,[Influence of <i>abaR</i> gene knockout on growth metabolism and biofilm formation of <i>Acinetobacter baumannii</i>].,PubMed,OpenAlex,,,,https://openalex.org/W3013993458,
10.1128/aac.05334-11,,,2012,Mandira Kochar,Deletion of Tn <i>AbaR23</i> Results in both Expected and Unexpected Antibiogram Changes in a Multidrug-Resistant Acinetobacter baumannii Strain,Antimicrobial Agents and Chemotherapy,OpenAlex,,,,https://openalex.org/W2140424596,
,,,2014,Man Hwan Oh,LuxR Type Regulator AbaR is Essential for Acinetobacter baumannii Biofilm Formation and Motility,한국미생물학회 학술대회논문집,OpenAlex,,,,https://openalex.org/W2564603351,
10.1128/aem.05663-11,,,2011,Barbara Rieck,Acinetobacter Insertion Sequence IS <i>Aba11</i> Belongs to a Novel Family That Encodes Transposases with a Signature HHEK Motif,Applied and Environmental Microbiology,OpenAlex,,,,https://openalex.org/W2089959190,
10.1016/j.ijid.2020.09.847,,,2020,Akash Ahmed,In vitro antimicrobial and antibiofilm activity of ursolic acid and its amide derivatives against Acinetobacter baumannii,International Journal of Infectious Diseases,Crossref; OpenAlex,,,,https://openalex.org/W3123691391,
10.1007/s12247-025-10266-3,,,2025,Ahmed Badri Abed,Micelle Solutions Activity of Origanum onites L. Essential Oil against A. baumannii Intensive Care Unit Strains with Molecular Docking Analysis of p-cymene Targeting A. baumannii AbaR and TnpA,Journal of Pharmaceutical Innovation,Crossref; OpenAlex,,,,https://openalex.org/W4416813984,
10.1016/j.ijid.2020.09.112,,,2020,Saranya Vijayakumar,Evolutionary dynamics of carbapenem resistance genes among different International Clones of A. baumannii: Resistance and dissemination implications,International Journal of Infectious Diseases,OpenAlex,,,,https://openalex.org/W3121610463,
10.15625/vjbt-21721,,,2025,Thi Bich Thuy Vo,The distribution of antibiotic resistance genes in plasmids and genomic islands of &lt;i&gt;Acinetobacter baumannii&lt;/i&gt; through whole genome sequencing,Vietnam Journal of Biotechnology,OpenAlex,,,,https://openalex.org/W4411897378,
,,,2020,Angélique Montagu,Infectious Diseases 2015 : Evaluation of interaction mechanisms between Acinetobacter baumannii bacteria and lipidic nanocapsules by flow cytometry - Angelique Montagu - University of Angers,Molecular Enzymology and Drug Targets,OpenAlex,,,,https://openalex.org/W3084852956,
10.25949/19431656,,,2020,Daniel J. Farrugia,The role of the accessory genome in nosocomial and extranocosomial isolates of Acinetobacter baumannii,Figshare,OpenAlex,,,,https://openalex.org/W3127158346,
,,,2011,Elizabeth Harummyy Takagi,Evaluation of production biofilm and autoinducer-3 by clinical strains of Acinetobacter calcoaceticus-Acinetobacter baumannii complex,Resumos,OpenAlex,,,,https://openalex.org/W3093262702,
,,,2020,Abraham Peele,In-Silico Studies for Identification of Potential Anti-Biofilm Molecule and Screening of its Inhibitory Activity Against Acyl-Homoserine Lactones (Ahls) Producing Acinetobacter Baumannii,SSRN Electronic Journal,OpenAlex,,,,https://openalex.org/W3152457809,
,,,2003,A Hos̆tacká,[Characteristics of strains of Acinetobacter spp. after culture in various media].,PubMed,OpenAlex,,,,https://openalex.org/W35143182,
10.36519/kd.2025.5327,,,2025,Karadag,Investigation of Efflux Pump and Quorum Sensing Genes in Acinetobacter baumannii Isolates,Klimik Dergisi/Klimik Journal,Crossref,,,,,
10.1111/j.1365-2672.2010.04793.x,,,2010,Kang,Contribution of quorum-sensing system to hexadecane degradation and biofilm formation in Acinetobacter sp. strain DR1,Journal of Applied Microbiology,Crossref,,,,,
10.53424/balikesirsbd.1071396,,,2022,KIRAY,Anti-quarum Sensing Activity of Cinnamomum verum Essential Oil with Antibacterial and Antibiofilm Effect on Pseudomonas aeruginosa and Acinetobacter baumannii,Balıkesır Health Sciences Journal,Crossref,,,,,
10.1371/annotation/1345f9b0-016e-4123-9e72-6ccc4fa17ba2,,,2013,Garner,Correction: Stereochemical Insignificance Discovered in Acinetobacter baumannii Quorum Sensing,PLoS ONE,Crossref,,,,,
10.1111/j.1574-6968.2008.01080.x,,,2008,Sarkar,Quorum sensing in metal tolerance of Acinetobacter junii BB1A is associated with biofilm production,FEMS Microbiology Letters,Crossref,,,,,
